"","Gene.Symbol","StrataNGSv3","xT","Match type.x","Approved symbol.x","Approved name.x","HGNC ID.x","Location.x","xO","TSO500","Match type.y","Approved symbol.y","Approved name.y","HGNC ID.y","Location.y","FoundationOne","Match type","Approved symbol","Approved name","HGNC ID","Location","MSK"
"122","BCORL1",NA,"Yes","Approved symbol","BCORL1","BCL6 corepressor like 1","HGNC:25657","Xq26.1","Yes","Yes","Approved symbol","BCORL1","BCL6 corepressor like 1","HGNC:25657","Xq26.1","Yes",NA,NA,NA,NA,NA,NA
"123","BCR","Yes","Yes","Approved symbol","BCR","BCR activator of RhoGEF and GTPase","HGNC:1014","22q11.23","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","BDNF",NA,NA,"Approved symbol","BDNF","brain derived neurotrophic factor","HGNC:1033","11p14.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","BID",NA,NA,"Approved symbol","BID","BH3 interacting domain death agonist","HGNC:1050","22q11.21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","BIRC2","Yes",NA,"Approved symbol","BIRC2","baculoviral IAP repeat containing 2","HGNC:590","11q22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","BIRC3","Yes","Yes","Approved symbol","BIRC3","baculoviral IAP repeat containing 3","HGNC:591","11q22.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","BIRC3","baculoviral IAP repeat containing 3","HGNC:591","11q22.2","Yes"
"128","BIRC5","Yes",NA,"Approved symbol","BIRC5","baculoviral IAP repeat containing 5","HGNC:593","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","BIRC8",NA,NA,"Approved symbol","BIRC8","baculoviral IAP repeat containing 8","HGNC:14878","19q13.42","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","BLK",NA,NA,"Approved symbol","BLK","BLK proto-oncogene, Src family tyrosine kinase","HGNC:1057","8p23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","BLM","Yes","Yes","Approved symbol","BLM","BLM RecQ like helicase","HGNC:1058","15q26.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","BLM","BLM RecQ like helicase","HGNC:1058","15q26.1","Yes"
"132","BLNK","Yes",NA,"Approved symbol","BLNK","B cell linker","HGNC:14211","10q24.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","BMI1",NA,NA,"Approved symbol","BMI1","BMI1 proto-oncogene, polycomb ring finger","HGNC:1066","10p12.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","BMPR1A","Yes","Yes","Approved symbol","BMPR1A","bone morphogenetic protein receptor type 1A","HGNC:1076","10q23.2","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","BMPR1A","bone morphogenetic protein receptor type 1A","HGNC:1076","10q23.2","Yes"
"135","BMPR1B",NA,NA,"Approved symbol","BMPR1B","bone morphogenetic protein receptor type 1B","HGNC:1077","4q22.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","BMX",NA,NA,"Approved symbol","BMX","BMX non-receptor tyrosine kinase","HGNC:1079","Xp22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","BPTF",NA,NA,"Approved symbol","BPTF","bromodomain PHD finger transcription factor","HGNC:3581","17q24.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","BRAF","Yes","Yes","Approved symbol","BRAF","B-Raf proto-oncogene, serine/threonine kinase","HGNC:1097","7q34","Yes","Yes","Approved symbol","BRAF","B-Raf proto-oncogene, serine/threonine kinase","HGNC:1097","7q34","Yes","Approved symbol","BRAF","B-Raf proto-oncogene, serine/threonine kinase","HGNC:1097","7q34","Yes"
"139","BRCA1","Yes","Yes","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31","Yes","Yes","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31","Yes","Approved symbol","BRCA1","BRCA1 DNA repair associated","HGNC:1100","17q21.31","Yes"
"140","BRCA2","Yes","Yes","Approved symbol","BRCA2","BRCA2 DNA repair associated","HGNC:1101","13q13.1","Yes","Yes","Approved symbol","BRCA2","BRCA2 DNA repair associated","HGNC:1101","13q13.1","Yes","Approved symbol","BRCA2","BRCA2 DNA repair associated","HGNC:1101","13q13.1","Yes"
"141","BRD1",NA,NA,"Approved symbol","BRD1","bromodomain containing 1","HGNC:1102","22q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","BRD2",NA,NA,"Approved symbol","BRD2","bromodomain containing 2","HGNC:1103","6p21.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","BRD3","Yes",NA,"Approved symbol","BRD3","bromodomain containing 3","HGNC:1104","9q34.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","BRD4",NA,"Yes","Approved symbol","BRD4","bromodomain containing 4","HGNC:13575","19p13.12","Yes","Yes","Approved symbol","BRD4","bromodomain containing 4","HGNC:13575","19p13.12","Yes","Approved symbol","BRD4","bromodomain containing 4","HGNC:13575","19p13.12","Yes"
"145","BRD7",NA,NA,"Approved symbol","BRD7","bromodomain containing 7","HGNC:14310","16q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","BRD8",NA,NA,"Approved symbol","BRD8","bromodomain containing 8","HGNC:19874","5q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","BRD9",NA,NA,"Approved symbol","BRD9","bromodomain containing 9","HGNC:25818","5p15.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","BRDT",NA,NA,"Approved symbol","BRDT","bromodomain testis associated","HGNC:1105","1p22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","BRIP1","Yes","Yes","Approved symbol","BRIP1","BRCA1 interacting protein C-terminal helicase 1","HGNC:20473","17q23.2","Yes","Yes","Approved symbol","BRIP1","BRCA1 interacting protein C-terminal helicase 1","HGNC:20473","17q23.2","Yes","Approved symbol","BRIP1","BRCA1 interacting protein C-terminal helicase 1","HGNC:20473","17q23.2","Yes"
"150","BRPF1",NA,NA,"Approved symbol","BRPF1","bromodomain and PHD finger containing 1","HGNC:14255","3p25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","BRPF3",NA,NA,"Approved symbol","BRPF3","bromodomain and PHD finger containing 3","HGNC:14256","6p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","BRWD1",NA,NA,"Approved symbol","BRWD1","bromodomain and WD repeat domain containing 1","HGNC:12760","21q22.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","BRWD3",NA,NA,"Approved symbol","BRWD3","bromodomain and WD repeat domain containing 3","HGNC:17342","Xq21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","BTC",NA,NA,"Approved symbol","BTC","betacellulin","HGNC:1121","4q13.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","BTG1",NA,"Yes","Approved symbol","BTG1","BTG anti-proliferation factor 1","HGNC:1130","12q21.33","Yes","Yes","Approved symbol","BTG1","BTG anti-proliferation factor 1","HGNC:1130","12q21.33","Yes",NA,NA,NA,NA,NA,NA
"156","BTG2",NA,NA,"Approved symbol","BTG2","BTG anti-proliferation factor 2","HGNC:1131","1q32.1","Yes",NA,"Approved symbol","BTG2","BTG anti-proliferation factor 2","HGNC:1131","1q32.1","Yes",NA,NA,NA,NA,NA,NA
"157","BTG3",NA,NA,"Approved symbol","BTG3","BTG anti-proliferation factor 3","HGNC:1132","21q21.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","BTK","Yes","Yes","Approved symbol","BTK","Bruton tyrosine kinase","HGNC:1133","Xq22.1","Yes","Yes","Approved symbol","BTK","Bruton tyrosine kinase","HGNC:1133","Xq22.1","Yes","Approved symbol","BTK","Bruton tyrosine kinase","HGNC:1133","Xq22.1","Yes"
"159","BTRC",NA,NA,"Approved symbol","BTRC","beta-transducin repeat containing E3 ubiquitin protein ligase","HGNC:1144","10q24.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","BUB1",NA,NA,"Approved symbol","BUB1","BUB1 mitotic checkpoint serine/threonine kinase","HGNC:1148","2q13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","BUB1B","Yes","Yes","Approved symbol","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B","HGNC:1149","15q15.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","BUB3",NA,NA,"Approved symbol","BUB3","BUB3 mitotic checkpoint protein","HGNC:1151","10q26.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","C10orf54",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","C11orf30",NA,"Yes","Previous symbol","EMSY","EMSY transcriptional repressor, BRCA2 interacting","HGNC:18071","11q13.5","Yes","Yes","Previous symbol","EMSY","EMSY transcriptional repressor, BRCA2 interacting","HGNC:18071","11q13.5","Yes",NA,NA,NA,NA,NA,NA
"165","C11orf65",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","C3orf70",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","C8orf34",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","CACNA1C",NA,NA,"Approved symbol","CACNA1C","calcium voltage-gated channel subunit alpha1 C","HGNC:1390","12p13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","CACNA1S",NA,NA,"Approved symbol","CACNA1S","calcium voltage-gated channel subunit alpha1 S","HGNC:1397","1q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","CACNB2",NA,NA,"Approved symbol","CACNB2","calcium voltage-gated channel auxiliary subunit beta 2","HGNC:1402","10p12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","CADM2",NA,NA,"Approved symbol","CADM2","cell adhesion molecule 2","HGNC:29849","3p12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","CALR",NA,"Yes","Approved symbol","CALR","calreticulin","HGNC:1455","19p13.13","Yes","Yes","Approved symbol","CALR","calreticulin","HGNC:1455","19p13.13","Yes","Approved symbol","CALR","calreticulin","HGNC:1455","19p13.13","Yes"
"173","CAMTA1",NA,NA,"Approved symbol","CAMTA1","calmodulin binding transcription activator 1","HGNC:18806","1p36.31-p36.23","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","CAPRIN2",NA,NA,"Approved symbol","CAPRIN2","caprin family member 2","HGNC:21259","12p11.21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","CARD10",NA,NA,"Approved symbol","CARD10","caspase recruitment domain family member 10","HGNC:16422","22q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","CARD11","Yes","Yes","Approved symbol","CARD11","caspase recruitment domain family member 11","HGNC:16393","7p22.2","Yes","Yes","Approved symbol","CARD11","caspase recruitment domain family member 11","HGNC:16393","7p22.2","Yes","Approved symbol","CARD11","caspase recruitment domain family member 11","HGNC:16393","7p22.2","Yes"
"177","CARD6",NA,NA,"Approved symbol","CARD6","caspase recruitment domain family member 6","HGNC:16394","5p13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","CARD8",NA,NA,"Approved symbol","CARD8","caspase recruitment domain family member 8","HGNC:17057","19q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","CARM1",NA,NA,"Approved symbol","CARM1","coactivator associated arginine methyltransferase 1","HGNC:23393","19p13.2","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","CARM1","coactivator associated arginine methyltransferase 1","HGNC:23393","19p13.2","Yes"
"180","CASC11",NA,NA,"Approved symbol","CASC11","cancer susceptibility 11","HGNC:48939","8q24.21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","CASC5","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","CASP8",NA,"Yes","Approved symbol","CASP8","caspase 8","HGNC:1509","2q33.1","Yes","Yes","Approved symbol","CASP8","caspase 8","HGNC:1509","2q33.1","Yes","Approved symbol","CASP8","caspase 8","HGNC:1509","2q33.1","Yes"
"183","CASR",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","CBFA2T2",NA,NA,"Approved symbol","CBFA2T2","CBFA2/RUNX1 translocation partner 2","HGNC:1536","20q11.21-q11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","CBFA2T3",NA,NA,"Approved symbol","CBFA2T3","CBFA2/RUNX1 translocation partner 3","HGNC:1537","16q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","CBFB",NA,"Yes","Approved symbol","CBFB","core-binding factor subunit beta","HGNC:1539","16q22.1","Yes","Yes","Approved symbol","CBFB","core-binding factor subunit beta","HGNC:1539","16q22.1","Yes","Approved symbol","CBFB","core-binding factor subunit beta","HGNC:1539","16q22.1","Yes"
"187","CBL","Yes","Yes","Approved symbol","CBL","Cbl proto-oncogene","HGNC:1541","11q23.3","Yes","Yes","Approved symbol","CBL","Cbl proto-oncogene","HGNC:1541","11q23.3","Yes","Approved symbol","CBL","Cbl proto-oncogene","HGNC:1541","11q23.3","Yes"
"188","CBLB",NA,"Yes","Approved symbol","CBLB","Cbl proto-oncogene B","HGNC:1542","3q13.11","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","CBLC",NA,"Yes","Approved symbol","CBLC","Cbl proto-oncogene C","HGNC:15961","19q13.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","CBR3",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","CBX1",NA,NA,"Approved symbol","CBX1","chromobox 1","HGNC:1551","17q21.32","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","CBX2",NA,NA,"Approved symbol","CBX2","chromobox 2","HGNC:1552","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","CBX3",NA,NA,"Approved symbol","CBX3","chromobox 3","HGNC:1553","7p15.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","CBX4",NA,NA,"Approved symbol","CBX4","chromobox 4","HGNC:1554","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","CBX5",NA,NA,"Approved symbol","CBX5","chromobox 5","HGNC:1555","12q13.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","CBX6",NA,NA,"Approved symbol","CBX6","chromobox 6","HGNC:1556","22q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","CBX7",NA,NA,"Approved symbol","CBX7","chromobox 7","HGNC:1557","22q13.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","CBX8",NA,NA,"Approved symbol","CBX8","chromobox 8","HGNC:15962","17q25.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","CCDC6",NA,"Yes","Approved symbol","CCDC6","coiled-coil domain containing 6","HGNC:18782","10q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","CCNB3",NA,NA,"Approved symbol","CCNB3","cyclin B3","HGNC:18709","Xp11.22","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","CCND1","Yes","Yes","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3","Yes","Yes","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3","Yes","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3","Yes"
"202","CCND2","Yes","Yes","Approved symbol","CCND2","cyclin D2","HGNC:1583","12p13.32","Yes","Yes","Approved symbol","CCND2","cyclin D2","HGNC:1583","12p13.32","Yes","Approved symbol","CCND2","cyclin D2","HGNC:1583","12p13.32","Yes"
"203","CCND3",NA,"Yes","Approved symbol","CCND3","cyclin D3","HGNC:1585","6p21.1","Yes","Yes","Approved symbol","CCND3","cyclin D3","HGNC:1585","6p21.1","Yes","Approved symbol","CCND3","cyclin D3","HGNC:1585","6p21.1","Yes"
"204","CCNE1","Yes","Yes","Approved symbol","CCNE1","cyclin E1","HGNC:1589","19q12","Yes","Yes","Approved symbol","CCNE1","cyclin E1","HGNC:1589","19q12","Yes","Approved symbol","CCNE1","cyclin E1","HGNC:1589","19q12","Yes"
"205","CCNE2",NA,NA,"Approved symbol","CCNE2","cyclin E2","HGNC:1590","8q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","CCNL1",NA,NA,"Approved symbol","CCNL1","cyclin L1","HGNC:20569","3q25.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","CD19",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","CD1D",NA,NA,"Approved symbol","CD1D","CD1d molecule","HGNC:1637","1q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","CD22",NA,"Yes","Approved symbol","CD22","CD22 molecule","HGNC:1643","19q13.12","Yes",NA,"Approved symbol","CD22","CD22 molecule","HGNC:1643","19q13.12","Yes",NA,NA,NA,NA,NA,NA
"210","CD274",NA,"Yes","Approved symbol","CD274","CD274 molecule","HGNC:17635","9p24.1","Yes","Yes","Approved symbol","CD274","CD274 molecule","HGNC:17635","9p24.1","Yes","Approved symbol","CD274","CD274 molecule","HGNC:17635","9p24.1","Yes"
"211","CD276",NA,NA,"Approved symbol","CD276","CD276 molecule","HGNC:19137","15q24.1","Yes","Yes",NA,NA,NA,NA,NA,NA,"Approved symbol","CD276","CD276 molecule","HGNC:19137","15q24.1","Yes"
"212","CD28",NA,NA,"Approved symbol","CD28","CD28 molecule","HGNC:1653","2q33.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","CD40",NA,"Yes","Approved symbol","CD40","CD40 molecule","HGNC:11919","20q13.12","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","CD40LG",NA,NA,"Approved symbol","CD40LG","CD40 ligand","HGNC:11935","Xq26.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","CD44",NA,NA,"Approved symbol","CD44","CD44 molecule (Indian blood group)","HGNC:1681","11p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","CD70",NA,"Yes","Approved symbol","CD70","CD70 molecule","HGNC:11937","19p13.3","Yes",NA,"Approved symbol","CD70","CD70 molecule","HGNC:11937","19p13.3","Yes",NA,NA,NA,NA,NA,NA
"217","CD74",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","CD79A","Yes","Yes","Approved symbol","CD79A","CD79a molecule","HGNC:1698","19q13.2","Yes","Yes","Approved symbol","CD79A","CD79a molecule","HGNC:1698","19q13.2","Yes","Approved symbol","CD79A","CD79a molecule","HGNC:1698","19q13.2","Yes"
"219","CD79B","Yes","Yes","Approved symbol","CD79B","CD79b molecule","HGNC:1699","17q23.3","Yes","Yes","Approved symbol","CD79B","CD79b molecule","HGNC:1699","17q23.3","Yes","Approved symbol","CD79B","CD79b molecule","HGNC:1699","17q23.3","Yes"
"220","CD80",NA,NA,"Approved symbol","CD80","CD80 molecule","HGNC:1700","3q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","CD86",NA,NA,"Approved symbol","CD86","CD86 molecule","HGNC:1705","3q13.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","CDC14A",NA,NA,"Approved symbol","CDC14A","cell division cycle 14A","HGNC:1718","1p21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","CDC20",NA,NA,"Approved symbol","CDC20","cell division cycle 20","HGNC:1723","1p34.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","CDC25A",NA,NA,"Approved symbol","CDC25A","cell division cycle 25A","HGNC:1725","3p21.31","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","CDC25B",NA,NA,"Approved symbol","CDC25B","cell division cycle 25B","HGNC:1726","20p13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","CDC25C",NA,NA,"Approved symbol","CDC25C","cell division cycle 25C","HGNC:1727","5q31.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","CDC42",NA,NA,"Approved symbol","CDC42","cell division cycle 42","HGNC:1736","1p36.12","Yes",NA,NA,NA,NA,NA,NA,NA,"Approved symbol","CDC42","cell division cycle 42","HGNC:1736","1p36.12","Yes"
"228","CDC6",NA,NA,"Approved symbol","CDC6","cell division cycle 6","HGNC:1744","17q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","CDC73","Yes","Yes","Approved symbol","CDC73","cell division cycle 73","HGNC:16783","1q31.2","Yes","Yes","Approved symbol","CDC73","cell division cycle 73","HGNC:16783","1q31.2","Yes","Approved symbol","CDC73","cell division cycle 73","HGNC:16783","1q31.2","Yes"
"230","CDH1","Yes","Yes","Approved symbol","CDH1","cadherin 1","HGNC:1748","16q22.1","Yes","Yes","Approved symbol","CDH1","cadherin 1","HGNC:1748","16q22.1","Yes","Approved symbol","CDH1","cadherin 1","HGNC:1748","16q22.1","Yes"
"231","CDH10",NA,NA,"Approved symbol","CDH10","cadherin 10","HGNC:1749","5p14.2-p14.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","CDH11","Yes",NA,"Approved symbol","CDH11","cadherin 11","HGNC:1750","16q21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","CDH2","Yes",NA,"Approved symbol","CDH2","cadherin 2","HGNC:1759","18q12.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","CDH20","Yes",NA,"Approved symbol","CDH20","cadherin 20","HGNC:1760","18q21.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","CDH3",NA,NA,"Approved symbol","CDH3","cadherin 3","HGNC:1762","16q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","CDH5","Yes",NA,"Approved symbol","CDH5","cadherin 5","HGNC:1764","16q21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","CDH7",NA,NA,"Approved symbol","CDH7","cadherin 7","HGNC:1766","18q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","CDK1",NA,NA,"Approved symbol","CDK1","cyclin dependent kinase 1","HGNC:1722","10q21.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","CDK10",NA,NA,"Approved symbol","CDK10","cyclin dependent kinase 10","HGNC:1770","16q24.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","CDK11A",NA,NA,"Approved symbol","CDK11A","cyclin dependent kinase 11A","HGNC:1730","1p36.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","CDK11B",NA,NA,"Approved symbol","CDK11B","cyclin dependent kinase 11B","HGNC:1729","1p36.33","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","CDK12","Yes","Yes","Approved symbol","CDK12","cyclin dependent kinase 12","HGNC:24224","17q12","Yes","Yes","Approved symbol","CDK12","cyclin dependent kinase 12","HGNC:24224","17q12","Yes","Approved symbol","CDK12","cyclin dependent kinase 12","HGNC:24224","17q12","Yes"
"243","CDK13",NA,NA,"Approved symbol","CDK13","cyclin dependent kinase 13","HGNC:1733","7p14.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","CDK14",NA,NA,"Approved symbol","CDK14","cyclin dependent kinase 14","HGNC:8883","7q21.13","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","CDK15",NA,NA,"Approved symbol","CDK15","cyclin dependent kinase 15","HGNC:14434","2q33.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","CDK16",NA,NA,"Approved symbol","CDK16","cyclin dependent kinase 16","HGNC:8749","Xp11.3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","CDK17",NA,NA,"Approved symbol","CDK17","cyclin dependent kinase 17","HGNC:8750","12q23.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","CDK18",NA,NA,"Approved symbol","CDK18","cyclin dependent kinase 18","HGNC:8751","1q32.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","CDK19",NA,NA,"Approved symbol","CDK19","cyclin dependent kinase 19","HGNC:19338","6q21","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","CDK2",NA,NA,"Approved symbol","CDK2","cyclin dependent kinase 2","HGNC:1771","12q13.2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","CDK20",NA,NA,"Approved symbol","CDK20","cyclin dependent kinase 20","HGNC:21420","9q22.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","CDK3",NA,NA,"Approved symbol","CDK3","cyclin dependent kinase 3","HGNC:1772","17q25.1","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
